provider_id,full_name,registration_number,mci_number,license_id,specialization,phone,email,clinic_name,address,city,state,zipcode,license_valid_from,license_valid_to,verification_status,data_quality_score
651,Dr. Provider 651,KLMC/12456,KLMC/20041,LIC5353225,Psychiatrist,+918956357910,provider651@hospital.com,Clinic 651,59 Health Street,Mumbai,RJ,477235,2014-01-01,2030-12-31,Expired,69
652,Dr. Provider 652,DLMC/52940,TNMC/25759,LIC3237161,Pediatrician,+919987282300,provider652@hospital.com,Clinic 652,54 Health Street,Ahmedabad,UP,431316,2011-01-01,2030-12-31,Verified,62
653,Dr. Provider 653,RJMC/20914,DLMC/91119,LIC1648508,Psychiatrist,+916759571192,provider653@hospital.com,Clinic 653,114 Health Street,Ahmedabad,RJ,429414,2010-01-01,2029-12-31,Verified,87
654,Dr. Provider 654,KLMC/33345,KLMC/41463,LIC1955886,Orthopedic Surgeon,+916040328283,provider654@hospital.com,Clinic 654,102 Health Street,Kochi,WB,540469,2015-01-01,2027-12-31,Pending,42
655,Dr. Provider 655,TNMC/45085,TNMC/30939,LIC9833476,Orthopedic Surgeon,+917038989188,provider655@hospital.com,Clinic 655,126 Health Street,Kolkata,TN,428555,2018-01-01,2028-12-31,Verified,58
656,Dr. Provider 656,KLMC/74851,TNMC/40809,LIC3602370,Orthopedic Surgeon,+919562881772,provider656@hospital.com,Clinic 656,102 Health Street,Hyderabad,KL,425390,2021-01-01,2030-12-31,Pending,54
657,Dr. Provider 657,WBMC/51231,DLMC/26315,LIC3088023,Pediatrician,+916886856223,provider657@hospital.com,Clinic 657,146 Health Street,Ahmedabad,KL,412156,2010-01-01,2025-12-31,Verified,72
658,Dr. Provider 658,WBMC/72516,KLMC/72919,LIC7254032,Gynecologist,+919048877093,provider658@hospital.com,Clinic 658,169 Health Street,Mumbai,TN,660605,2013-01-01,2027-12-31,Expired,75
659,Dr. Provider 659,GJMC/31264,MHMC/83848,LIC1646484,Psychiatrist,+918909221161,provider659@hospital.com,Clinic 659,130 Health Street,Bengaluru,AP,592684,2018-01-01,2027-12-31,Expired,82
660,Dr. Provider 660,KAMC/06548,TNMC/63041,LIC9964033,General Physician,+916256168393,provider660@hospital.com,Clinic 660,47 Health Street,Delhi,MH,669768,2011-01-01,2027-12-31,Pending,88
661,Dr. Provider 661,DLMC/45063,APMC/37519,LIC1962236,ENT Specialist,+919254399163,provider661@hospital.com,Clinic 661,180 Health Street,Mumbai,MH,470611,2018-01-01,2025-12-31,Expired,92
662,Dr. Provider 662,KLMC/93180,MHMC/31941,LIC8342795,Pediatrician,+917673494797,provider662@hospital.com,Clinic 662,121 Health Street,Jaipur,RJ,421766,2019-01-01,2025-12-31,Expired,59
663,Dr. Provider 663,APMC/97254,KLMC/50994,LIC5568519,Cardiologist,+918370177454,provider663@hospital.com,Clinic 663,177 Health Street,Hyderabad,KA,670509,2019-01-01,2029-12-31,Pending,78
664,Dr. Provider 664,DLMC/43129,KLMC/41424,LIC2176573,Neurologist,+916453521726,provider664@hospital.com,Clinic 664,181 Health Street,Mumbai,UP,571344,2019-01-01,2030-12-31,Verified,98
665,Dr. Provider 665,KLMC/58098,MHMC/96467,LIC2824496,ENT Specialist,+917743526830,provider665@hospital.com,Clinic 665,162 Health Street,Ahmedabad,UP,675486,2019-01-01,2027-12-31,Expired,90
666,Dr. Provider 666,DLMC/87363,GJMC/29871,LIC5088460,Dermatologist,+918281090379,provider666@hospital.com,Clinic 666,184 Health Street,Kochi,KL,545927,2015-01-01,2029-12-31,Pending,45
667,Dr. Provider 667,UPMC/37051,UPMC/77341,LIC3545809,Cardiologist,+918392714759,provider667@hospital.com,Clinic 667,179 Health Street,Ahmedabad,RJ,443692,2019-01-01,2025-12-31,Pending,93
668,Dr. Provider 668,TNMC/40880,WBMC/30728,LIC2129302,Neurologist,+919892773343,provider668@hospital.com,Clinic 668,34 Health Street,Delhi,RJ,654005,2013-01-01,2026-12-31,Expired,53
669,Dr. Provider 669,DLMC/42022,MHMC/38886,LIC7199899,ENT Specialist,+917099556247,provider669@hospital.com,Clinic 669,90 Health Street,Ahmedabad,KA,545065,2012-01-01,2030-12-31,Pending,97
670,Dr. Provider 670,UPMC/50166,KAMC/02891,LIC9567611,ENT Specialist,+916087910136,provider670@hospital.com,Clinic 670,2 Health Street,Kochi,WB,508913,2017-01-01,2029-12-31,Verified,68
671,Dr. Provider 671,RJMC/91766,UPMC/27815,LIC3802221,Psychiatrist,+918495616717,provider671@hospital.com,Clinic 671,170 Health Street,Mumbai,RJ,588605,2014-01-01,2027-12-31,Verified,70
672,Dr. Provider 672,KLMC/27754,RJMC/00999,LIC6332462,Gynecologist,+918554198616,provider672@hospital.com,Clinic 672,117 Health Street,Ahmedabad,TN,650080,2014-01-01,2026-12-31,Verified,86
673,Dr. Provider 673,UPMC/21034,UPMC/27188,LIC9497559,ENT Specialist,+917899539246,provider673@hospital.com,Clinic 673,173 Health Street,Hyderabad,WB,450094,2014-01-01,2026-12-31,Expired,62
674,Dr. Provider 674,UPMC/87274,UPMC/08945,LIC1335885,Psychiatrist,+917780782052,provider674@hospital.com,Clinic 674,56 Health Street,Hyderabad,TN,415812,2017-01-01,2030-12-31,Verified,66
675,Dr. Provider 675,KAMC/03272,GJMC/41596,LIC9799270,Cardiologist,+918387436468,provider675@hospital.com,Clinic 675,52 Health Street,Ahmedabad,TN,698184,2013-01-01,2025-12-31,Expired,87
676,Dr. Provider 676,GJMC/33056,KLMC/82351,LIC1859364,Pediatrician,+917613418805,provider676@hospital.com,Clinic 676,116 Health Street,Lucknow,MH,622333,2014-01-01,2026-12-31,Expired,87
677,Dr. Provider 677,APMC/29333,APMC/20342,LIC9507560,Neurologist,+916503719727,provider677@hospital.com,Clinic 677,162 Health Street,Ahmedabad,MH,441700,2018-01-01,2029-12-31,Pending,91
678,Dr. Provider 678,MHMC/70041,GJMC/36580,LIC7823353,Pediatrician,+919144342959,provider678@hospital.com,Clinic 678,73 Health Street,Mumbai,TN,453204,2011-01-01,2026-12-31,Pending,44
679,Dr. Provider 679,KLMC/01557,UPMC/51391,LIC8689346,Gynecologist,+918529166402,provider679@hospital.com,Clinic 679,33 Health Street,Jaipur,RJ,600742,2017-01-01,2029-12-31,Verified,91
680,Dr. Provider 680,DLMC/96572,APMC/36650,LIC6212218,General Physician,+919458274809,provider680@hospital.com,Clinic 680,180 Health Street,Chennai,AP,602771,2010-01-01,2025-12-31,Verified,48
681,Dr. Provider 681,TNMC/72925,WBMC/79549,LIC5852975,Cardiologist,+918369679504,provider681@hospital.com,Clinic 681,103 Health Street,Ahmedabad,GJ,690850,2017-01-01,2027-12-31,Pending,64
682,Dr. Provider 682,WBMC/27776,WBMC/61567,LIC8444703,Pediatrician,+916666777597,provider682@hospital.com,Clinic 682,166 Health Street,Kolkata,GJ,542774,2016-01-01,2027-12-31,Expired,49
683,Dr. Provider 683,KLMC/02201,RJMC/08743,LIC3903186,Neurologist,+919306749108,provider683@hospital.com,Clinic 683,45 Health Street,Delhi,MH,401315,2010-01-01,2028-12-31,Verified,80
684,Dr. Provider 684,MHMC/46990,WBMC/04094,LIC0511972,Cardiologist,+919436639988,provider684@hospital.com,Clinic 684,185 Health Street,Jaipur,MH,635682,2013-01-01,2026-12-31,Verified,96
685,Dr. Provider 685,DLMC/75237,DLMC/47746,LIC3710868,ENT Specialist,+917350907955,provider685@hospital.com,Clinic 685,164 Health Street,Delhi,MH,436475,2012-01-01,2027-12-31,Expired,86
686,Dr. Provider 686,APMC/23210,WBMC/51302,LIC0151103,Dermatologist,+919438554401,provider686@hospital.com,Clinic 686,100 Health Street,Kolkata,KA,535052,2021-01-01,2025-12-31,Pending,69
687,Dr. Provider 687,KAMC/21130,MHMC/00002,LIC6992887,Dermatologist,+919259158255,provider687@hospital.com,Clinic 687,79 Health Street,Hyderabad,DL,689533,2015-01-01,2027-12-31,Pending,62
688,Dr. Provider 688,TNMC/40100,APMC/47389,LIC3943621,Orthopedic Surgeon,+916486500201,provider688@hospital.com,Clinic 688,119 Health Street,Lucknow,KA,447081,2019-01-01,2027-12-31,Pending,41
689,Dr. Provider 689,MHMC/65245,APMC/81145,LIC2339777,General Physician,+917424195252,provider689@hospital.com,Clinic 689,51 Health Street,Ahmedabad,RJ,405123,2022-01-01,2029-12-31,Expired,67
690,Dr. Provider 690,RJMC/53455,KLMC/02080,LIC9550995,Neurologist,+918197485913,provider690@hospital.com,Clinic 690,132 Health Street,Hyderabad,AP,527023,2016-01-01,2026-12-31,Expired,59
691,Dr. Provider 691,MHMC/31366,GJMC/96270,LIC8540683,Dermatologist,+919869067732,provider691@hospital.com,Clinic 691,191 Health Street,Ahmedabad,DL,552101,2013-01-01,2027-12-31,Expired,78
692,Dr. Provider 692,MHMC/74556,KAMC/61241,LIC0242440,Dermatologist,+917053197884,provider692@hospital.com,Clinic 692,86 Health Street,Ahmedabad,KA,594830,2012-01-01,2030-12-31,Expired,92
693,Dr. Provider 693,RJMC/33405,TNMC/11432,LIC4401079,Cardiologist,+919132080007,provider693@hospital.com,Clinic 693,19 Health Street,Mumbai,WB,565559,2016-01-01,2029-12-31,Expired,99
694,Dr. Provider 694,RJMC/62755,APMC/92202,LIC7213717,Neurologist,+917926260660,provider694@hospital.com,Clinic 694,16 Health Street,Ahmedabad,UP,469958,2012-01-01,2025-12-31,Expired,93
695,Dr. Provider 695,RJMC/69812,UPMC/32652,LIC2180090,Cardiologist,+916281931936,provider695@hospital.com,Clinic 695,56 Health Street,Kolkata,MH,447533,2021-01-01,2027-12-31,Pending,42
696,Dr. Provider 696,KAMC/71414,TNMC/31844,LIC2670406,Neurologist,+919629390698,provider696@hospital.com,Clinic 696,63 Health Street,Chennai,DL,554648,2021-01-01,2026-12-31,Verified,63
697,Dr. Provider 697,DLMC/08772,APMC/44012,LIC9748231,Pediatrician,+916878816267,provider697@hospital.com,Clinic 697,18 Health Street,Kolkata,WB,612030,2017-01-01,2025-12-31,Expired,71
698,Dr. Provider 698,TNMC/41429,GJMC/45599,LIC3787186,Pediatrician,+918830565993,provider698@hospital.com,Clinic 698,62 Health Street,Kolkata,KL,456740,2022-01-01,2027-12-31,Verified,40
699,Dr. Provider 699,KAMC/95094,KLMC/24708,LIC7401506,Gynecologist,+919342506520,provider699@hospital.com,Clinic 699,7 Health Street,Delhi,KL,649358,2013-01-01,2026-12-31,Pending,40
700,Dr. Provider 700,UPMC/08210,TNMC/70832,LIC7810894,General Physician,+917884317951,provider700@hospital.com,Clinic 700,31 Health Street,Chennai,KA,427087,2018-01-01,2026-12-31,Verified,77
701,Dr. Provider 701,GJMC/55442,APMC/56849,LIC2426524,ENT Specialist,+918461187790,provider701@hospital.com,Clinic 701,58 Health Street,Chennai,UP,673434,2017-01-01,2026-12-31,Expired,85
702,Dr. Provider 702,GJMC/79099,DLMC/62536,LIC5341594,Pediatrician,+917655991474,provider702@hospital.com,Clinic 702,102 Health Street,Chennai,GJ,548246,2014-01-01,2030-12-31,Expired,46
703,Dr. Provider 703,KAMC/40647,TNMC/55783,LIC9982907,Gynecologist,+917664999948,provider703@hospital.com,Clinic 703,5 Health Street,Jaipur,KL,479202,2015-01-01,2026-12-31,Pending,88
704,Dr. Provider 704,UPMC/96171,WBMC/19019,LIC1960768,Cardiologist,+919061283902,provider704@hospital.com,Clinic 704,85 Health Street,Bengaluru,KL,484986,2018-01-01,2026-12-31,Pending,52
705,Dr. Provider 705,KAMC/52205,GJMC/82437,LIC0499105,General Physician,+919339017000,provider705@hospital.com,Clinic 705,46 Health Street,Chennai,KA,533676,2011-01-01,2026-12-31,Verified,87
706,Dr. Provider 706,APMC/09130,GJMC/10248,LIC9702044,Gynecologist,+919300519701,provider706@hospital.com,Clinic 706,9 Health Street,Hyderabad,KL,438678,2020-01-01,2028-12-31,Pending,76
707,Dr. Provider 707,UPMC/61208,KLMC/01855,LIC3986972,Orthopedic Surgeon,+917211696698,provider707@hospital.com,Clinic 707,137 Health Street,Mumbai,KA,485779,2016-01-01,2026-12-31,Expired,76
708,Dr. Provider 708,KLMC/68239,UPMC/52179,LIC3040431,General Physician,+916335053899,provider708@hospital.com,Clinic 708,190 Health Street,Lucknow,AP,424941,2013-01-01,2026-12-31,Verified,58
709,Dr. Provider 709,KAMC/39267,GJMC/59754,LIC0456217,Psychiatrist,+917447091805,provider709@hospital.com,Clinic 709,7 Health Street,Mumbai,DL,502032,2012-01-01,2029-12-31,Pending,95
710,Dr. Provider 710,UPMC/52431,UPMC/92075,LIC9082889,Neurologist,+919723293827,provider710@hospital.com,Clinic 710,4 Health Street,Kochi,MH,636872,2011-01-01,2029-12-31,Expired,83
711,Dr. Provider 711,DLMC/09111,UPMC/62889,LIC2257764,Orthopedic Surgeon,+916699476203,provider711@hospital.com,Clinic 711,165 Health Street,Kochi,GJ,466129,2015-01-01,2030-12-31,Expired,55
712,Dr. Provider 712,RJMC/58792,UPMC/57761,LIC6829918,Orthopedic Surgeon,+919507042996,provider712@hospital.com,Clinic 712,89 Health Street,Chennai,RJ,497161,2012-01-01,2025-12-31,Verified,85
713,Dr. Provider 713,WBMC/05318,APMC/59932,LIC5444530,Orthopedic Surgeon,+919346019047,provider713@hospital.com,Clinic 713,119 Health Street,Jaipur,AP,481989,2017-01-01,2029-12-31,Expired,42
714,Dr. Provider 714,KAMC/02220,GJMC/21850,LIC2502778,Dermatologist,+919200734612,provider714@hospital.com,Clinic 714,25 Health Street,Kolkata,UP,696821,2013-01-01,2027-12-31,Verified,51
715,Dr. Provider 715,GJMC/84787,KLMC/90033,LIC7807614,Cardiologist,+917031931562,provider715@hospital.com,Clinic 715,74 Health Street,Kolkata,WB,628265,2011-01-01,2027-12-31,Pending,94
716,Dr. Provider 716,UPMC/80244,KLMC/39920,LIC9246537,Pediatrician,+916265359310,provider716@hospital.com,Clinic 716,8 Health Street,Kolkata,DL,695205,2012-01-01,2029-12-31,Pending,92
717,Dr. Provider 717,RJMC/44469,MHMC/05014,LIC2713698,General Physician,+918931065960,provider717@hospital.com,Clinic 717,33 Health Street,Kolkata,KA,588013,2018-01-01,2026-12-31,Verified,47
718,Dr. Provider 718,TNMC/74680,MHMC/27483,LIC3899268,Dermatologist,+917569465702,provider718@hospital.com,Clinic 718,112 Health Street,Kolkata,DL,405153,2018-01-01,2029-12-31,Verified,92
719,Dr. Provider 719,KLMC/95823,DLMC/75444,LIC8522683,Orthopedic Surgeon,+919821902804,provider719@hospital.com,Clinic 719,97 Health Street,Mumbai,RJ,472277,2016-01-01,2027-12-31,Pending,68
720,Dr. Provider 720,KAMC/08638,DLMC/81007,LIC4387816,General Physician,+919659889604,provider720@hospital.com,Clinic 720,155 Health Street,Bengaluru,RJ,593372,2016-01-01,2030-12-31,Expired,43
721,Dr. Provider 721,KAMC/58503,KLMC/98839,LIC0377053,Gynecologist,+919256219048,provider721@hospital.com,Clinic 721,25 Health Street,Delhi,DL,684252,2020-01-01,2026-12-31,Pending,93
722,Dr. Provider 722,UPMC/24193,DLMC/82501,LIC9658866,Neurologist,+916660806497,provider722@hospital.com,Clinic 722,71 Health Street,Jaipur,DL,497917,2018-01-01,2025-12-31,Verified,77
723,Dr. Provider 723,TNMC/49431,APMC/73198,LIC7462064,Pediatrician,+916368219208,provider723@hospital.com,Clinic 723,167 Health Street,Hyderabad,KA,552949,2019-01-01,2026-12-31,Verified,57
724,Dr. Provider 724,UPMC/25958,KLMC/85877,LIC3231132,Cardiologist,+916683940750,provider724@hospital.com,Clinic 724,4 Health Street,Hyderabad,UP,486403,2011-01-01,2029-12-31,Expired,76
725,Dr. Provider 725,TNMC/94871,MHMC/68290,LIC7460388,Gynecologist,+916313753223,provider725@hospital.com,Clinic 725,22 Health Street,Delhi,WB,420786,2010-01-01,2029-12-31,Verified,45
726,Dr. Provider 726,UPMC/75627,TNMC/75641,LIC8263385,Dermatologist,+917857434346,provider726@hospital.com,Clinic 726,175 Health Street,Jaipur,TN,569127,2013-01-01,2025-12-31,Expired,60
727,Dr. Provider 727,GJMC/48698,DLMC/89749,LIC6107990,Pediatrician,+918739907536,provider727@hospital.com,Clinic 727,123 Health Street,Hyderabad,DL,646109,2014-01-01,2030-12-31,Expired,67
728,Dr. Provider 728,GJMC/06818,GJMC/33809,LIC5773463,Neurologist,+916197279308,provider728@hospital.com,Clinic 728,147 Health Street,Hyderabad,GJ,404653,2021-01-01,2028-12-31,Verified,73
729,Dr. Provider 729,RJMC/15306,GJMC/15978,LIC6468598,General Physician,+918988646949,provider729@hospital.com,Clinic 729,115 Health Street,Kolkata,KL,672251,2013-01-01,2025-12-31,Expired,50
730,Dr. Provider 730,KAMC/24199,GJMC/35462,LIC3416197,ENT Specialist,+916455864129,provider730@hospital.com,Clinic 730,26 Health Street,Chennai,RJ,682286,2019-01-01,2025-12-31,Verified,63
731,Dr. Provider 731,KAMC/62365,APMC/52687,LIC6646151,Psychiatrist,+916387585887,provider731@hospital.com,Clinic 731,126 Health Street,Kochi,RJ,492113,2016-01-01,2027-12-31,Expired,59
732,Dr. Provider 732,DLMC/25922,KLMC/18358,LIC9033555,Cardiologist,+917842154141,provider732@hospital.com,Clinic 732,165 Health Street,Kochi,RJ,442787,2011-01-01,2030-12-31,Expired,92
733,Dr. Provider 733,WBMC/61661,TNMC/28113,LIC4152950,Pediatrician,+919169961001,provider733@hospital.com,Clinic 733,95 Health Street,Kolkata,AP,584117,2021-01-01,2026-12-31,Expired,70
734,Dr. Provider 734,MHMC/87812,GJMC/64697,LIC3380751,Neurologist,+919473255027,provider734@hospital.com,Clinic 734,69 Health Street,Ahmedabad,RJ,447155,2018-01-01,2027-12-31,Pending,93
735,Dr. Provider 735,MHMC/11948,WBMC/49690,LIC4899643,Cardiologist,+918576924266,provider735@hospital.com,Clinic 735,150 Health Street,Jaipur,DL,467028,2016-01-01,2026-12-31,Pending,90
736,Dr. Provider 736,KAMC/02804,RJMC/91925,LIC0780709,Neurologist,+919204534313,provider736@hospital.com,Clinic 736,26 Health Street,Delhi,MH,420191,2011-01-01,2025-12-31,Expired,86
737,Dr. Provider 737,WBMC/01030,MHMC/15258,LIC0627692,Dermatologist,+917471869702,provider737@hospital.com,Clinic 737,147 Health Street,Jaipur,DL,604354,2010-01-01,2029-12-31,Expired,57
738,Dr. Provider 738,DLMC/16769,KLMC/27118,LIC0111211,Neurologist,+918730847384,provider738@hospital.com,Clinic 738,75 Health Street,Ahmedabad,WB,535666,2015-01-01,2028-12-31,Pending,91
739,Dr. Provider 739,GJMC/43070,KAMC/96079,LIC9716315,Neurologist,+919689799407,provider739@hospital.com,Clinic 739,76 Health Street,Kolkata,TN,693591,2011-01-01,2026-12-31,Verified,89
740,Dr. Provider 740,MHMC/69119,UPMC/71243,LIC0009042,ENT Specialist,+917802116068,provider740@hospital.com,Clinic 740,78 Health Street,Mumbai,KA,517936,2015-01-01,2027-12-31,Verified,40
741,Dr. Provider 741,WBMC/33841,DLMC/90187,LIC5439745,Cardiologist,+919019249021,provider741@hospital.com,Clinic 741,36 Health Street,Lucknow,DL,455057,2014-01-01,2030-12-31,Expired,47
742,Dr. Provider 742,WBMC/94690,GJMC/39490,LIC8877193,Dermatologist,+916844385701,provider742@hospital.com,Clinic 742,198 Health Street,Lucknow,DL,505193,2021-01-01,2028-12-31,Verified,44
743,Dr. Provider 743,KAMC/75856,KAMC/00806,LIC5008168,ENT Specialist,+916025775852,provider743@hospital.com,Clinic 743,52 Health Street,Bengaluru,DL,505820,2012-01-01,2026-12-31,Verified,55
744,Dr. Provider 744,DLMC/41347,GJMC/64299,LIC9684450,General Physician,+918278460348,provider744@hospital.com,Clinic 744,125 Health Street,Kochi,TN,649545,2016-01-01,2025-12-31,Pending,48
745,Dr. Provider 745,DLMC/03355,RJMC/80144,LIC3840521,ENT Specialist,+916055553313,provider745@hospital.com,Clinic 745,107 Health Street,Bengaluru,KA,562988,2012-01-01,2025-12-31,Verified,89
746,Dr. Provider 746,KLMC/26995,UPMC/69967,LIC9765504,Orthopedic Surgeon,+917987579751,provider746@hospital.com,Clinic 746,126 Health Street,Lucknow,UP,644302,2021-01-01,2026-12-31,Expired,52
747,Dr. Provider 747,WBMC/46409,DLMC/68177,LIC1581977,Pediatrician,+917340866862,provider747@hospital.com,Clinic 747,66 Health Street,Lucknow,KA,638549,2018-01-01,2028-12-31,Pending,41
748,Dr. Provider 748,RJMC/43037,UPMC/24469,LIC4261412,ENT Specialist,+917462938268,provider748@hospital.com,Clinic 748,147 Health Street,Bengaluru,WB,481159,2015-01-01,2026-12-31,Expired,83
749,Dr. Provider 749,TNMC/29865,MHMC/05852,LIC7895638,General Physician,+917272954871,provider749@hospital.com,Clinic 749,110 Health Street,Delhi,KL,593099,2013-01-01,2030-12-31,Verified,82
750,Dr. Provider 750,DLMC/89917,WBMC/45512,LIC6875568,Dermatologist,+917568537681,provider750@hospital.com,Clinic 750,116 Health Street,Hyderabad,TN,545633,2013-01-01,2029-12-31,Expired,58
751,Dr. Provider 751,MHMC/25874,WBMC/39374,LIC4576423,Psychiatrist,+918919250515,provider751@hospital.com,Clinic 751,97 Health Street,Delhi,TN,425465,2010-01-01,2029-12-31,Pending,94
752,Dr. Provider 752,DLMC/79926,KAMC/94109,LIC9162151,Psychiatrist,+916193436473,provider752@hospital.com,Clinic 752,24 Health Street,Ahmedabad,KL,488193,2015-01-01,2025-12-31,Verified,70
753,Dr. Provider 753,KLMC/41098,RJMC/75925,LIC4881504,ENT Specialist,+916507883417,provider753@hospital.com,Clinic 753,116 Health Street,Hyderabad,TN,520591,2010-01-01,2026-12-31,Verified,58
754,Dr. Provider 754,RJMC/70084,MHMC/23210,LIC9209329,Psychiatrist,+917813456152,provider754@hospital.com,Clinic 754,41 Health Street,Delhi,DL,475772,2016-01-01,2028-12-31,Verified,97
755,Dr. Provider 755,UPMC/18357,RJMC/02723,LIC9517126,General Physician,+917982256879,provider755@hospital.com,Clinic 755,9 Health Street,Ahmedabad,DL,462738,2015-01-01,2029-12-31,Expired,91
756,Dr. Provider 756,RJMC/75550,KAMC/81302,LIC2902997,Gynecologist,+918253808042,provider756@hospital.com,Clinic 756,132 Health Street,Chennai,DL,652882,2017-01-01,2030-12-31,Verified,59
757,Dr. Provider 757,APMC/01068,APMC/80988,LIC9072209,Dermatologist,+916322087397,provider757@hospital.com,Clinic 757,182 Health Street,Delhi,AP,536698,2018-01-01,2030-12-31,Expired,64
758,Dr. Provider 758,KAMC/54828,GJMC/89356,LIC7075592,Gynecologist,+919003897622,provider758@hospital.com,Clinic 758,88 Health Street,Ahmedabad,MH,646025,2021-01-01,2027-12-31,Verified,74
759,Dr. Provider 759,MHMC/93796,RJMC/57096,LIC5453566,ENT Specialist,+917955922310,provider759@hospital.com,Clinic 759,125 Health Street,Mumbai,AP,674496,2020-01-01,2029-12-31,Expired,100
760,Dr. Provider 760,WBMC/90532,MHMC/25126,LIC2113484,General Physician,+916657484955,provider760@hospital.com,Clinic 760,152 Health Street,Kochi,DL,500713,2015-01-01,2026-12-31,Verified,41
761,Dr. Provider 761,TNMC/21950,TNMC/09261,LIC8620153,ENT Specialist,+918566238980,provider761@hospital.com,Clinic 761,185 Health Street,Kolkata,DL,467285,2019-01-01,2027-12-31,Verified,79
762,Dr. Provider 762,RJMC/52987,KLMC/76099,LIC8072483,ENT Specialist,+918329497152,provider762@hospital.com,Clinic 762,50 Health Street,Jaipur,AP,447590,2015-01-01,2029-12-31,Verified,47
763,Dr. Provider 763,WBMC/90458,DLMC/52215,LIC4882700,ENT Specialist,+917431423294,provider763@hospital.com,Clinic 763,131 Health Street,Delhi,AP,406420,2014-01-01,2025-12-31,Pending,87
764,Dr. Provider 764,KAMC/36222,MHMC/70992,LIC6456205,Dermatologist,+917091284795,provider764@hospital.com,Clinic 764,133 Health Street,Delhi,WB,648696,2021-01-01,2029-12-31,Verified,47
765,Dr. Provider 765,KAMC/93811,APMC/05860,LIC3566640,General Physician,+919607429668,provider765@hospital.com,Clinic 765,96 Health Street,Mumbai,GJ,442355,2018-01-01,2028-12-31,Verified,65
766,Dr. Provider 766,MHMC/64791,KLMC/68639,LIC9667248,Orthopedic Surgeon,+919918842397,provider766@hospital.com,Clinic 766,72 Health Street,Kochi,MH,429172,2018-01-01,2027-12-31,Expired,43
767,Dr. Provider 767,UPMC/56625,UPMC/36516,LIC3101456,Pediatrician,+918790597270,provider767@hospital.com,Clinic 767,179 Health Street,Lucknow,UP,487217,2017-01-01,2025-12-31,Pending,84
768,Dr. Provider 768,MHMC/96512,APMC/31959,LIC4834403,Psychiatrist,+917669597220,provider768@hospital.com,Clinic 768,28 Health Street,Ahmedabad,MH,458664,2011-01-01,2026-12-31,Pending,82
769,Dr. Provider 769,KAMC/72465,TNMC/91660,LIC8719845,Cardiologist,+918796030671,provider769@hospital.com,Clinic 769,178 Health Street,Kochi,RJ,510203,2013-01-01,2027-12-31,Expired,56
770,Dr. Provider 770,APMC/69983,RJMC/34952,LIC2517500,ENT Specialist,+916368414226,provider770@hospital.com,Clinic 770,3 Health Street,Hyderabad,AP,673125,2017-01-01,2026-12-31,Verified,65
771,Dr. Provider 771,KAMC/26155,KLMC/13391,LIC6042139,Neurologist,+919517563743,provider771@hospital.com,Clinic 771,190 Health Street,Mumbai,KA,522049,2013-01-01,2028-12-31,Verified,71
772,Dr. Provider 772,MHMC/77272,RJMC/40631,LIC6051524,Neurologist,+916288507206,provider772@hospital.com,Clinic 772,67 Health Street,Bengaluru,DL,609660,2022-01-01,2027-12-31,Expired,98
773,Dr. Provider 773,TNMC/20764,UPMC/37861,LIC1940483,Psychiatrist,+916550375845,provider773@hospital.com,Clinic 773,97 Health Street,Chennai,RJ,412972,2012-01-01,2026-12-31,Expired,66
774,Dr. Provider 774,GJMC/55789,KLMC/67527,LIC0832943,Pediatrician,+916212743317,provider774@hospital.com,Clinic 774,190 Health Street,Hyderabad,RJ,427641,2013-01-01,2025-12-31,Expired,90
775,Dr. Provider 775,RJMC/34821,WBMC/28782,LIC8612317,Cardiologist,+918597618717,provider775@hospital.com,Clinic 775,126 Health Street,Delhi,WB,554904,2014-01-01,2026-12-31,Expired,57
776,Dr. Provider 776,MHMC/91818,KLMC/12308,LIC5312549,Neurologist,+916174802035,provider776@hospital.com,Clinic 776,16 Health Street,Bengaluru,GJ,493650,2021-01-01,2029-12-31,Pending,81
777,Dr. Provider 777,APMC/65753,WBMC/37059,LIC2371200,Pediatrician,+919289036664,provider777@hospital.com,Clinic 777,112 Health Street,Jaipur,KL,596743,2014-01-01,2028-12-31,Pending,49
778,Dr. Provider 778,DLMC/36661,KAMC/28565,LIC2655047,Gynecologist,+918040695067,provider778@hospital.com,Clinic 778,44 Health Street,Kolkata,UP,653526,2014-01-01,2026-12-31,Expired,74
779,Dr. Provider 779,WBMC/88138,RJMC/90163,LIC1970955,Dermatologist,+919601641083,provider779@hospital.com,Clinic 779,37 Health Street,Hyderabad,DL,453472,2017-01-01,2030-12-31,Pending,77
780,Dr. Provider 780,APMC/80962,KLMC/89247,LIC1363790,Psychiatrist,+917557415497,provider780@hospital.com,Clinic 780,190 Health Street,Kochi,RJ,459989,2018-01-01,2027-12-31,Expired,48
781,Dr. Provider 781,DLMC/59091,MHMC/06509,LIC5438934,Gynecologist,+918194684471,provider781@hospital.com,Clinic 781,154 Health Street,Kochi,DL,476093,2018-01-01,2030-12-31,Expired,85
782,Dr. Provider 782,MHMC/57144,APMC/66966,LIC1327483,General Physician,+918423391419,provider782@hospital.com,Clinic 782,69 Health Street,Chennai,AP,499177,2011-01-01,2026-12-31,Verified,71
783,Dr. Provider 783,KLMC/90415,KLMC/68105,LIC4552815,Gynecologist,+917094889281,provider783@hospital.com,Clinic 783,121 Health Street,Mumbai,WB,529398,2015-01-01,2029-12-31,Pending,100
